Season,Episode,Title,Airdate,Description,Image
23,9,Holidays of Future Passed,11 Dec. 2011,Thirty years in the future the Simpsons get together for Christmas. Bart and Lisa are struggling as parents to connect with their children.,https://m.media-amazon.com/images/M/MV5BMTMzNTc5MTYxMl5BMl5BanBnXkFtZTcwNjYzMDQxNw@@._V1_.jpg
23,10,Politically Inept\comma with Homer Simpson,8 Jan. 2012,Homer becomes the host of a popular political talk show\comma starts an everyman movement in Springfield\comma and ends up hand-picking Ted Nugent as the Republican nominee for president.,https://m.media-amazon.com/images/M/MV5BMTQ1Njg1ODgxNF5BMl5BanBnXkFtZTgwNjE0OTM2MjE@._V1_.jpg
23,11,The D'oh-cial Network,15 Jan. 2012,Lisa creates an online social network that becomes a Springfield obsession\comma but later becomes a victim of user backlash.,https://m.media-amazon.com/images/M/MV5BMTc5NjI2ODMyNl5BMl5BanBnXkFtZTcwMDEzMzYyNw@@._V1_.jpg
23,12,Moe Goes from Rags to Riches,29 Jan. 2012,While Bart tries to regain Milhouse's friendship\comma Moe's bar cleaning rag tells his unlikely story of how he got to where he is today.,https://m.media-amazon.com/images/M/MV5BMTQxMTczNDA2N15BMl5BanBnXkFtZTgwOTE0OTM2MjE@._V1_.jpg
23,13,The Daughter Also Rises,12 Feb. 2012,Lisa falls for an adventurous\comma Hemingway-esque young boy\comma while Bart and Millhouse set out to bust all the myths that surround Springfield Elementary School.,https://m.media-amazon.com/images/M/MV5BMjAxMDkzMjE4OV5BMl5BanBnXkFtZTcwNjg3OTgzNw@@._V1_.jpg
23,14,At Long Last Leave,19 Feb. 2012,The town votes to kick the Simpsons out of Springfield\comma so they decide to move to the Outlands.,https://m.media-amazon.com/images/M/MV5BMzExNjA5NzgzMF5BMl5BanBnXkFtZTcwMzg3OTgzNw@@._V1_.jpg
23,15,Exit Through the Kwik-E-Mart,4 Mar. 2012,Bart becomes an urban vandal and decides to use Homer as his inspiration\comma while Apu hits hard times when a new trendy market takes all the Kwik-E-Mart customers.,https://m.media-amazon.com/images/M/MV5BMjAxODQwOTg4NV5BMl5BanBnXkFtZTcwMTM0MTM3Nw@@._V1_.jpg
23,16,How I Wet Your Mother,11 Mar. 2012,The family break into Homer's dreams Inception-style after he begins wetting the bed.,https://m.media-amazon.com/images/M/MV5BMTA3MjMzOTM5NzleQTJeQWpwZ15BbWU3MDQzNDEzNzc@._V1_.jpg
23,17,Them\comma Robot,18 Mar. 2012,Mr. Burns replaces all of the nuclear plant employees with robots--except for Homer\comma who stays along to supervise the robots and serve as a human scapegoat.,https://m.media-amazon.com/images/M/MV5BNTA5OTMzNjk3NF5BMl5BanBnXkFtZTcwMDM0MTM3Nw@@._V1_.jpg
23,18,Beware My Cheating Bart,15 Apr. 2012,Jimbo's girlfriend cheats on Jimbo with Bart\comma and Homer uses his new treadmill to catch up on a TV series about plane crash victims stranded on an island.,https://m.media-amazon.com/images/M/MV5BMjI1Njg3MTAwNF5BMl5BanBnXkFtZTcwNTM0MTM3Nw@@._V1_.jpg
23,19,A Totally Fun Thing Bart Will Never Do Again,29 Apr. 2012,Bart gets the family to take the cruise vacation of his dreams\comma and then launches a fiendish plot to ensure that it goes on forever.,https://m.media-amazon.com/images/M/MV5BMTQ1NTcyNDk2N15BMl5BanBnXkFtZTgwMTE0OTM2MjE@._V1_.jpg
23,20,The Spy Who Learned Me,6 May 2012,Homer uses his paid sick leave to improve his marriage\comma with the help of his imaginary friend\comma super-spy Stradivarius Cain. Meanwhile\comma Bart gets revenge on Nelson for stealing everyone's lunch money.,https://m.media-amazon.com/images/M/MV5BYWNlNDk4YTctMjNjNS00ZmEyLTljYmItODFhYTYyMjE2MDQyXkEyXkFqcGdeQXVyODEyMzI2OTE@._V1_.jpg
23,21,Ned 'N' Edna's Blend,13 May 2012,After Ned and Edna announce publicly that they were secretly married\comma the two clash over how to raise Rod and Todd.,https://m.media-amazon.com/images/M/MV5BMTUxODA5Njk3NF5BMl5BanBnXkFtZTgwNzkyNDQ2MjE@._V1_.jpg
23,22,Lisa Goes Gaga,20 May 2012,After a desperate attempt by Lisa to become more popular backfires\comma Lady Gaga shows up in Springfield to help her with her self-esteem.,https://m.media-amazon.com/images/M/MV5BMzVjZGQyZWEtYjVlMy00NzI5LWI4NmMtOTljNzQzMzJmNDEzXkEyXkFqcGdeQXVyOTIxOTkzMzc@._V1_.jpg
24,1,Moonshine River,30 Sep. 2012,The Simpsons go back to New York City so that Bart can find his old girlfriend Mary Spuckler. Meanwhile\comma Lisa and Marge spend the trip trying to take in New York culture on the cheap.,https://m.media-amazon.com/images/M/MV5BMjEzOTk0OTI3NF5BMl5BanBnXkFtZTcwODI2NjM0OA@@._V1_.jpg
24,2,Treehouse of Horror XXIII,7 Oct. 2012,A black hole threatens to swallow Springfield\comma Homer tries to find the source of paranormal activity\comma and a Back to the Future parody in which Bart keeps Marge from marrying Homer.,https://m.media-amazon.com/images/M/MV5BMjMxMzI4ODQ2Nl5BMl5BanBnXkFtZTgwNjg1MjQ2MjE@._V1_.jpg
24,3,Adventures in Baby-Getting,4 Nov. 2012,Marge decides that she wants another baby\comma but Homer doesn't want one. Meanwhile\comma Bart tries to figure out where Lisa is secretly going after school.,https://m.media-amazon.com/images/M/MV5BMTY4NTQzMjMxM15BMl5BanBnXkFtZTgwNDU2MjQ2MjE@._V1_.jpg
24,4,Gone Abie Gone,11 Nov. 2012,Homer invests Lisa's college fund on an online poker site. Meanwhile Abe disappears from the Springfield Retirement Castle.,https://m.media-amazon.com/images/M/MV5BMjAzNTU5NzM0M15BMl5BanBnXkFtZTgwNjYyNTQ2MjE@._V1_.jpg
24,5,Penny-Wiseguys,18 Nov. 2012,Fat Tony has to serve jury duty\comma and his clerk\comma Dan\comma must run the mafia while he's gone. Meanwhile\comma Lisa considers making a disgusting change to her diet.,https://m.media-amazon.com/images/M/MV5BMjE4NTc5MTc3NV5BMl5BanBnXkFtZTgwNTk3NjM2MjE@._V1_.jpg
24,6,A Tree Grows in Springfield,25 Nov. 2012,Homer becomes addicted to his new tablet computer. But when it is destroyed Homer becomes despondent\comma until he finds and provides hope for Springfield in the most unlikely place.,https://m.media-amazon.com/images/M/MV5BNjk2MjA2NDI3Nl5BMl5BanBnXkFtZTgwNzk3NjM2MjE@._V1_.jpg
24,7,The Day the Earth Stood Cool,9 Dec. 2012,Homer befriends a hipster and invites his family to move in next door. However\comma their friendship soon sours as Springfield is transformed into a haven for coolness.,https://m.media-amazon.com/images/M/MV5BMjAwMzkyODU0NF5BMl5BanBnXkFtZTcwNDMwODY4OA@@._V1_.jpg
24,8,To Cur with Love,16 Dec. 2012,When Homer shows no remorse over almost losing Santa's Little Helper\comma Grandpa tells everyone the story of Homer's childhood dog.,https://m.media-amazon.com/images/M/MV5BMTQwNzkzNTU1MV5BMl5BanBnXkFtZTcwMjExODY4OA@@._V1_.jpg
24,9,Homer Goes to Prep School,6 Jan. 2013,Homer joins the Springfield Preppers\comma an off-the-grid survivalist group whose leader has set up a top-secret retreat outside of town to prepare for the end of the world.,https://m.media-amazon.com/images/M/MV5BMjIwODc3MTA3MF5BMl5BanBnXkFtZTcwMzQ2NTA5OA@@._V1_.jpg
24,10,A Test Before Trying,13 Jan. 2013,The fate of Springfield Elementary rests on Bart and his test scores\comma and Homer finds way to make money with his own parking meter.,https://m.media-amazon.com/images/M/MV5BMjMzOTMzNDI4N15BMl5BanBnXkFtZTcwODQ2NTA5OA@@._V1_.jpg
24,11,Changing of the Guardian,27 Jan. 2013,Homer and Marge find the perfect young couple and ask them to be the guardians for the kids in case something happens to them.,https://m.media-amazon.com/images/M/MV5BNDYzMTM3NTkzM15BMl5BanBnXkFtZTgwNjIyODQ2MjE@._V1_.jpg
24,12,Love Is a Many Splintered Thing,10 Feb. 2013,Mary Spuckler returns to Springfield and begins a relationship with Bart. However\comma Bart treats her with disrespect.,https://m.media-amazon.com/images/M/MV5BMTY2ODY0MTkwMF5BMl5BanBnXkFtZTgwNTIzODQ2MjE@._V1_.jpg
24,13,Hardly Kirk-ing,17 Feb. 2013,Bart poses Millhouse as his father so that they can do adult activities\comma and Homer becomes skilled at finding lost objects thanks to Highlights magazine.,https://m.media-amazon.com/images/M/MV5BMTk4OTQ1ODUyOF5BMl5BanBnXkFtZTgwNjYyNDQ2MjE@._V1_.jpg
24,14,Gorgeous Grampa,3 Mar. 2013,Homer's obsession with the TV show Storage Battles leads the family to discover Grampa's past identity as Gorgeous Godfrey\comma the most feared\comma villainous man in pro-wrestling history,https://m.media-amazon.com/images/M/MV5BMjMwMTg5MjE4NF5BMl5BanBnXkFtZTcwMzk2NjExOQ@@._V1_.jpg
24,15,Black-Eyed\comma Please,10 Mar. 2013,Ned gets fed up with Homer and punches him in the eye\comma and Lisa is a bullying victim from her new substitute teacher.,https://m.media-amazon.com/images/M/MV5BMTY1MzQ2OTg0Ml5BMl5BanBnXkFtZTgwMTUyNDQ2MjE@._V1_.jpg
24,16,Dark Knight Court,17 Mar. 2013,When Bart is accused of a prank he says he didn't commit\comma Lisa is forced to defend him in youth court\comma with former attorney general Janet Reno serving as judge.,https://m.media-amazon.com/images/M/MV5BMjE1MTQ5MjI4Ml5BMl5BanBnXkFtZTgwMTA0OTQ2MjE@._V1_.jpg
24,17,What Animated Women Want,14 Apr. 2013,Homer contemplates his next move after getting in the doghouse with Marge\comma while Millhouse's new Stanley Kowalski-inspired persona makes him suddenly attractive to Lisa.,https://m.media-amazon.com/images/M/MV5BMjA0Mjc5NzkwMF5BMl5BanBnXkFtZTcwOTQ1MTgzOQ@@._V1_.jpg
24,18,Pulpit Friction,28 Apr. 2013,Springfield gets a bedbug scare\comma the new assistant pastor at church appoints Homer as a deacon\comma and Marge loses her wedding dress.,https://m.media-amazon.com/images/M/MV5BMjI4MDYyNjM4MV5BMl5BanBnXkFtZTgwNDc2NDQ2MjE@._V1_.jpg
24,19,Whiskey Business,5 May 2013,A new makeover could put Moe in a position to make big money\comma Bart fails at his job of taking care of Grandpa\comma and Lisa fights the shameless exploitation of Bleeding Gums Murphy's likeness.,https://m.media-amazon.com/images/M/MV5BMjQwMTgzMzY2Ml5BMl5BanBnXkFtZTgwODc2NDQ2MjE@._V1_.jpg
24,20,The Fabulous Faker Boy,12 May 2013,Bart takes piano lessons from a cute Russian girl\comma Marge tries to teach the girl's father how to drive\comma and Homer loses the last of his hair.,https://m.media-amazon.com/images/M/MV5BMjAzMzYwNDM2Nl5BMl5BanBnXkFtZTcwNTc2Nzk0OQ@@._V1_.jpg
24,21,The Saga of Carl,19 May 2013,Homer\comma Moe\comma Lenny and Carl win the lottery\comma but Carl steals the ticket and leaves with the money for Iceland.,https://m.media-amazon.com/images/M/MV5BMTk1MDk3NjMxMl5BMl5BanBnXkFtZTcwMTk2Nzk0OQ@@._V1_.jpg
24,22,Dangers on a Train,19 May 2013,When Marge tries to buy Homer snack cakes for their anniversary\comma she winds up meeting a married man who shares a common love of British television.,https://m.media-amazon.com/images/M/MV5BMTYwMzg5OTE5MF5BMl5BanBnXkFtZTgwMzA0OTQ2MjE@._V1_.jpg
25,1,Homerland,29 Sep. 2013,Homer returns from a nuclear power convention a changed man\comma and Lisa begins to suspect that he has become a domestic terrorist.,https://m.media-amazon.com/images/M/MV5BMjIyNTc4NTU1N15BMl5BanBnXkFtZTgwODg2MTMzMDE@._V1_.jpg
25,2,Treehouse of Horror XXIV,6 Oct. 2013,The scariest Simpsons Halloween show yet\comma featuring an opening by Guillermo Del Toro.,https://m.media-amazon.com/images/M/MV5BMTkyMjI2Mjk0N15BMl5BanBnXkFtZTgwMDQ3MTMzMDE@._V1_.jpg
25,3,Four Regrettings and a Funeral,3 Nov. 2013,While attending a funeral\comma Homer\comma Marge\comma Mr. Burns\comma and Kent Brockman recall a past regret and try to find a way to rectify the situation.,https://m.media-amazon.com/images/M/MV5BMTYzNjIxNTgxN15BMl5BanBnXkFtZTgwMjE5NjQ2MjE@._V1_.jpg
25,4,YOLO,10 Nov. 2013,Homer is stunned to learn he'll only live once. A pen pal from his youth helps him live that life to its fullest. Meanwhile Springfield Elementary institutes an honor code.,https://m.media-amazon.com/images/M/MV5BMjEzOTcwMDk4MV5BMl5BanBnXkFtZTgwNzI1NjM2MjE@._V1_.jpg
25,5,Labor Pains,17 Nov. 2013,Homer helps take care of a child that he delivered in an elevator\comma and Lisa tries to organize the Springfield Atoms cheerleaders against the team's greedy owner.,https://m.media-amazon.com/images/M/MV5BMTU2MTk2NzQ0MF5BMl5BanBnXkFtZTgwNjQyNzQ2MjE@._V1_.jpg
25,6,The Kid Is All Right,24 Nov. 2013,Lisa is distressed when she discovers that her new friend is a Republican\comma and they wind up running against each other as Springfield Elementary's second grade representative.,https://m.media-amazon.com/images/M/MV5BMTAzMjg0MTcwNDZeQTJeQWpwZ15BbWU4MDA4MTA3NjAx._V1_.jpg
25,7,Yellow Subterfuge,8 Dec. 2013,Principal Skinner promises the students that the best-behaved can take a ride in a submarine. Bart believes his past indiscretions will be forgotten. Lisa tries to help Krusty by suggesting him to sell the foreign rights to his shows.,https://m.media-amazon.com/images/M/MV5BNTQzMTI5OTE5M15BMl5BanBnXkFtZTgwMTI4NjQ2MjE@._V1_.jpg
25,8,White Christmas Blues,15 Dec. 2013,When a sudden tourist spike means that the family cannot afford Christmas\comma the Simpsons open up their house to boarders.,https://m.media-amazon.com/images/M/MV5BMTA3OTI3MTE4NTVeQTJeQWpwZ15BbWU4MDQ0Mjc0NjIx._V1_.jpg
25,9,Steal This Episode,5 Jan. 2014,Fed up with the high price of Hollywood films\comma Homer begins screening pirated movies in his backyard\comma but is busted by the FBI after Marge turns him in.,https://m.media-amazon.com/images/M/MV5BMTU2MDM0NTg0Nl5BMl5BanBnXkFtZTgwMDIzNzg4MDE@._V1_.jpg
25,10,Married to the Blob,12 Jan. 2014,Comic Book Guy seeks romantic advice from Homer when he falls for a Japanese woman who's interested in manga.,https://m.media-amazon.com/images/M/MV5BOTAxOTQ3MDEyOF5BMl5BanBnXkFtZTgwNzk4NTQ2MjE@._V1_.jpg
25,11,Specs and the City,26 Jan. 2014,Mr. Burns' Christmas present to his employees\comma a pair of augmented reality glasses\comma places a strain on Homer and Marge's relationship. Meanwhile\comma Bart wrestles with giving a Valentine's Day card to Nelson.,https://m.media-amazon.com/images/M/MV5BMzQyMTg0NDE0MF5BMl5BanBnXkFtZTgwMzkyMTQ2MjE@._V1_.jpg
25,12,Diggs,9 Mar. 2014,Bart becomes friends with a schoolmate who enjoys falconry\comma but turns out to be mentally disturbed.,https://m.media-amazon.com/images/M/MV5BMTQ0MDU2MTY0MV5BMl5BanBnXkFtZTgwNDI4NjQ2MjE@._V1_.jpg
25,13,The Man Who Grew Too Much,9 Mar. 2014,Lisa becomes friends with Sideshow Bob\comma who now has a new job working with genetically-altered foods. Meanwhile\comma Marge becomes frustrated teaching abstinence for the church.,https://m.media-amazon.com/images/M/MV5BMTQ2NjkzNTg5NF5BMl5BanBnXkFtZTgwNDE4NjQ2MjE@._V1_.jpg
25,14,The Winter of His Content,16 Mar. 2014,When Abe and two of his friends move in with the Simpsons after the Springfield Retirement Castle closes\comma Homer begins to embrace their lifestyle. Meanwhile\comma Nelson initiates Bart into the bully group after coming to his defense.,https://m.media-amazon.com/images/M/MV5BMjI0NDg1NjAzN15BMl5BanBnXkFtZTgwMzE5MzQ2MjE@._V1_.jpg
25,15,The War of Art,23 Mar. 2014,The friendship between the Simpsons and the Van Houtens is challenged when a painting the Simpsons buy from the Van Houtens' yard sale is discovered to be extremely valuable.,https://m.media-amazon.com/images/M/MV5BMTEyNzU2OTc4OTdeQTJeQWpwZ15BbWU4MDI4ODU0NjIx._V1_.jpg
25,16,You Don't Have to Live Like a Referee,30 Mar. 2014,Homer becomes a referee for the World Cup and finds himself tested by bribers when the Simpsons travel to Brazil.,https://m.media-amazon.com/images/M/MV5BMTU4NTQxMjQyMV5BMl5BanBnXkFtZTgwODQ5NTQ2MjE@._V1_.jpg
25,17,Luca$,6 Apr. 2014,Marge becomes worried when Lisa starts dating a competitive eater-in-training\comma while Bart receives gifts from Snake Jailbird for helping him out.,https://m.media-amazon.com/images/M/MV5BMTUyODExNTIyNF5BMl5BanBnXkFtZTgwNzE5NTQ2MjE@._V1_.jpg
25,18,Days of Future Future,13 Apr. 2014,Thirty years into the future\comma Bart is having trouble dealing with his divorce\comma Lisa is struggling with her marriage to Milhouse\comma and Marge is finally fed up after burying yet another Homer clone.,https://m.media-amazon.com/images/M/MV5BMTc2NDE2Nzk0OV5BMl5BanBnXkFtZTgwNzM4NjQ2MjE@._V1_.jpg
25,19,What to Expect When Bart's Expecting,27 Apr. 2014,Bart becomes a savior to Springfield couples trying to conceive when he inadvertently uses voodoo to get his art teacher pregnant.,https://m.media-amazon.com/images/M/MV5BMTk0MjUxNjMzM15BMl5BanBnXkFtZTgwMDE4NjQ2MjE@._V1_.jpg
25,20,Brick Like Me,4 May 2014,The Lego version of Homer begins to suspect that his entire Lego world is not real when a toy triggers a flashback to an alternate reality.,https://m.media-amazon.com/images/M/MV5BNTIxNDg1Mjg4M15BMl5BanBnXkFtZTgwNjI1NjM2MjE@._V1_.jpg
25,21,Pay Pal,11 May 2014,When Homer ruins his and Marge's chances of making a new couple friend\comma Marge decides to concentrate on finding a friend for Lisa. However\comma Lisa suddenly makes a new friend on her own.,https://m.media-amazon.com/images/M/MV5BMjAyMDgwMzU1MF5BMl5BanBnXkFtZTgwNjM2NTQ2MjE@._V1_.jpg
25,22,The Yellow Badge of Cowardge,18 May 2014,Bart wins the annual last day of school race - with a little help from Nelson - and Homer attempts to bring back 4th of July fireworks\comma which have been canceled due to low budget cuts.,https://m.media-amazon.com/images/M/MV5BMzAwNTI4NjE2OV5BMl5BanBnXkFtZTgwODE2NDE4MTE@._V1_.jpg
26,1,Clown in the Dumps,28 Sep. 2014,Krusty has a crisis of conscience and retires from show business after his father dies before ever approving of his career. Meanwhile\comma Lisa becomes worried about Homer's health and life expectancy.,https://m.media-amazon.com/images/M/MV5BMTQyNTY0MjM4OV5BMl5BanBnXkFtZTgwNTA0NTc5MjE@._V1_.jpg
26,2,The Wreck of the Relationship,5 Oct. 2014,Homer and Bart turn to the open seas to improve their relationship\comma and Marge becomes a trash talking victim after she drafts Homer's fantasy football team.,https://m.media-amazon.com/images/M/MV5BMTQzNzI3OTM2M15BMl5BanBnXkFtZTgwNjU4MDg5MjE@._V1_.jpg
26,3,Super Franchise Me,12 Oct. 2014,Marge opens a sandwich franchise store after her sandwiches become a huge hit at Springfield Elementary. But running day-to-day at the store proves challenging\comma especially when the same franchise opens another location across the street.,https://m.media-amazon.com/images/M/MV5BNDIzODgyNzgxOV5BMl5BanBnXkFtZTgwOTMzNDAxMzE@._V1_.jpg
26,4,Treehouse of Horror XXV,19 Oct. 2014,The 25th annual 'Simpsons' Halloween special includes an alternate dimension\comma a Clockwork Orange-style gang led by Moe and a visit from the Tracey Ullman-era Simpsons.,https://m.media-amazon.com/images/M/MV5BMjEyNjg1MjI5Ml5BMl5BanBnXkFtZTgwMDQzNDAxMzE@._V1_.jpg
26,5,Opposites A-Frack,2 Nov. 2014,An Assemblywoman brought in by Lisa to stop Mr. Burns' fracking operation ends up falling for him as much as he does for her.,https://m.media-amazon.com/images/M/MV5BNjg5NDYyNjYxMl5BMl5BanBnXkFtZTgwNTE2NTUzMzE@._V1_.jpg
26,6,Simpsorama,9 Nov. 2014,The Simpsons meet the Planet Express crew\comma who have come to Springfield in the present to stop them from destroying the future.,https://m.media-amazon.com/images/M/MV5BNWI5ZDIyOTEtYzI2Yy00Y2JiLTllZjgtMGEzZDk1MjI4ZGQyXkEyXkFqcGdeQXVyNjMxNzQ2NTQ@._V1_.jpg
26,7,Blazed and Confused,16 Nov. 2014,Bart tricks his family into a camping trip at a strange event known as Blazing Guy so that he can get revenge on his sadistic new fourth grade teacher.,https://m.media-amazon.com/images/M/MV5BODQyNjU4NTc0OV5BMl5BanBnXkFtZTgwNzMxMDU0MzE@._V1_.jpg
26,8,Covercraft,23 Nov. 2014,Homer forms a cover band with other dads in town when he takes up bass guitar to deal with a mid-life crisis\comma but the band's modest success is soon overwhelmed by Apu's breakout potential.,https://m.media-amazon.com/images/M/MV5BMjExNTQwNTU1NV5BMl5BanBnXkFtZTgwOTQxNDc0MzE@._V1_.jpg
26,9,I Won't Be Home for Christmas,7 Dec. 2014,Marge kicks Homer out of the house for Christmas after he consoles Moe on Christmas Eve instead of going home.,https://m.media-amazon.com/images/M/MV5BMTQyNDM3ODA1M15BMl5BanBnXkFtZTgwODc4MjkyNDE@._V1_.jpg
26,10,The Man Who Came to Be Dinner,4 Jan. 2015,An amusement park ride takes the Simpsons to the home planet of Kang and Kodos.,https://m.media-amazon.com/images/M/MV5BMTczMTk0ODI1M15BMl5BanBnXkFtZTgwMDQ0OTgyNDE@._V1_.jpg
26,11,Bart's New Friend,11 Jan. 2015,Homer is hypnotized into believing he's ten years old and ends up stuck in his new age when the hypnotist dies\comma so he bonds with Bart and refuses to take back the responsibilities of adulthood.,https://m.media-amazon.com/images/M/MV5BNDcyMzk0NjI2M15BMl5BanBnXkFtZTgwNDk5Njk5MzE@._V1_.jpg
26,12,The Musk Who Fell to Earth,25 Jan. 2015,Inventor Elon Musk comes to Springfield\comma and Homer inspires him with a new idea that could revolutionize Springfield\comma but winds up costing Mr. Burns a ton of money.,https://m.media-amazon.com/images/M/MV5BMTUwMzU2MDQxNl5BMl5BanBnXkFtZTgwMjUyNDkxNDE@._V1_.jpg
26,13,Walking Big & Tall,8 Feb. 2015,Marge tries to get Homer to lose weight. But instead\comma he finds a support group that encourages him to embrace his largeness.,https://m.media-amazon.com/images/M/MV5BMjA4OTUyMzM4OV5BMl5BanBnXkFtZTgwMzM5NDA0NDE@._V1_.jpg
26,14,My Fare Lady,15 Feb. 2015,Marge gets a job as a driver for a transportation app service\comma while Moe is forced to work as a janitor at the nuclear plant after Homer causes the bar to go bankrupt.,https://m.media-amazon.com/images/M/MV5BMjE1MTMwMDY3NV5BMl5BanBnXkFtZTgwMjY5NTc0NDE@._V1_.jpg
26,15,The Princess Guide,1 Mar. 2015,Moe falls in love with a Nigerian princess whose father is working out a uranium deal with Mr. Burns.,https://m.media-amazon.com/images/M/MV5BMTk1Mjc0NzI2NV5BMl5BanBnXkFtZTgwMjA2MTY2NDE@._V1_.jpg
26,16,Sky Police,8 Mar. 2015,The congregation\comma led by Marge\comma is forced to resort to gambling in order to collect money to fix the church\comma which Chief Wiggum destroyed with a jet pack he received by mistake.,https://m.media-amazon.com/images/M/MV5BZmRhMWMyNTItODY3YS00ODZmLTgxZGUtNGNhMjQ0MGJiNGY2XkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_.jpg
26,17,Waiting for Duffman,15 Mar. 2015,After Duffman retires\comma Homer wins a reality competition to become his replacement. But his contract states that he cannot drink beer\comma which gives him a new perspective on alcohol.,https://m.media-amazon.com/images/M/MV5BMjI2MDE2NzQwM15BMl5BanBnXkFtZTgwMDY4NTg4NDE@._V1_.jpg
26,18,Peeping Mom,19 Apr. 2015,Marge decides to follow Bart everywhere until he confesses to being involved in a bulldozer crash. Meanwhile\comma Homer ignores Santa's Little Helper when Ned gets a new dog.,https://m.media-amazon.com/images/M/MV5BMTk3ODQ2NjQzM15BMl5BanBnXkFtZTgwMjUyODg1NTE@._V1_.jpg
26,19,The Kids Are All Fight,26 Apr. 2015,The story of Bart and Lisa's rivalry is told when Homer finds an old film strip.,https://m.media-amazon.com/images/M/MV5BMjM5NjE0NDA5OV5BMl5BanBnXkFtZTgwODg5MDE1NTE@._V1_.jpg
26,20,Let's Go Fly a Coot,3 May 2015,Bart takes up smoking to impress Milhouse's cousin Annika while the rest of the family learns about Grampa's days in the Air Force.,https://m.media-amazon.com/images/M/MV5BMTg4ODA1NDkwN15BMl5BanBnXkFtZTgwNTQ2NTI3NTE@._V1_.jpg
26,21,Bull-E,10 May 2015,Bart gets bullied at a school dance\comma so Marge gets an anti-bullying law passed\comma which results in Homer being put in therapy for bulling Ned.,https://m.media-amazon.com/images/M/MV5BMjIzMTM0NDE5M15BMl5BanBnXkFtZTgwNDk3OTY2NTE@._V1_.jpg
26,22,Mathlete's Feat,17 May 2015,Groundskeeper Willie becomes the coach of the mathletes\comma Lisa and other kids from Springfield Elementary compete against Waverly Hills Elementary.,https://m.media-amazon.com/images/M/MV5BNjFjZjYyODItZjZhNi00MmFkLTg1MWMtNTVmOWRhOGUwZTBkXkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_.jpg
27,1,Every Man's Dream,27 Sep. 2015,Marge decides it's finally time to separate from Homer\comma and quickly moves on with her life. Homer is initially devastated\comma but soon stumbles into a romance with a younger woman.,https://m.media-amazon.com/images/M/MV5BYjMwYzdlNDYtODY2YS00ZmE2LWJlNDItNzk1OTIwZWVlMTQ3XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
27,2,'Cue Detective,4 Oct. 2015,A celebrity television chef challenges Homer to a barbecue cook-off. But before the competition\comma Homer's new\comma prized barbecue grill is stolen.,https://m.media-amazon.com/images/M/MV5BOGY4ZjY1NTQtOGM4MC00YjczLTk3MTUtMzU0NTY3NzIwMWI1XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
27,3,Puffless,11 Oct. 2015,Patty and Selma try to quit smoking\comma but Patty moves in with the Simpsons when Selma takes it up again. Meanwhile\comma Maggie goes on an adventure with some local creatures.,https://m.media-amazon.com/images/M/MV5BMTY1NzE2NTMtMDhkOC00ZmY3LTkzYTgtMjc3ZmNjZmMwNWQ0XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
27,4,Halloween of Horror,18 Oct. 2015,The Simpsons are proud to be the most festively decorated house on the block. But when Lisa is traumatized at Krustyland Horror Night\comma she feels she cannot handle Halloween anymore.,https://m.media-amazon.com/images/M/MV5BNGNlZGEzYTEtM2Q2ZC00ZjZmLWI1NjctYmJkNTE5N2IyOTBlXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
27,5,Treehouse of Horror XXVI,25 Oct. 2015,After killing Bart\comma Sideshow Bob doesn't know what to do with himself; Homer wakes up with short-term memory loss; Because of radiation\comma Lisa\comma Bart and Milhouse gain super-powers.,https://m.media-amazon.com/images/M/MV5BMzA4OWI1ZjctMmRiZC00ZWNhLWI0ZDktNWEzZTkzNDNmMWY5XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
27,6,Friend with Benefit,8 Nov. 2015,Lisa makes a new friend at school - Harper\comma who happens to be super-rich\comma while Homer makes friends with Harper's dad and sets out to continue living the good life when Lisa decides to end the friendship.,https://m.media-amazon.com/images/M/MV5BZGE0ODljZGMtNjNkNS00ZDU3LTgzMmEtMjM0MTcwM2UxNTYxXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
27,7,Lisa with an S,22 Nov. 2015,Broadway legend Laney Fontaine transforms Lisa into a show-biz kid after Homer loses her chance at band camp.,https://m.media-amazon.com/images/M/MV5BOTM0NDY3MTgtZDc5Ny00MTBhLWE5YTMtZTc0MGY5YzU4MTMxXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
27,8,Paths of Glory,6 Dec. 2015,Lisa tries to restore the reputation of a forgotten Springfield female inventor\comma while Bart takes full advantage of a diagnosis that he is a sociopath.,https://m.media-amazon.com/images/M/MV5BNzRlNDJhOTUtOGI5MC00MjNkLThhNGUtMGE4YTUwMDRiMWNmXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg
